id,name,date,time,dt,storm_status,lat,lon,max_wind,min_pressure,category
AL051878,UNNAMED,18780912,0000,1878-09-12 00:00:00,HU,31.3,-80.6,80.0,-999.0,1
AL051878,UNNAMED,18780912,0600,1878-09-12 06:00:00,HU,31.8,-80.5,80.0,-999.0,1
AL051878,UNNAMED,18780912,1200,1878-09-12 12:00:00,HU,32.5,-80.4,80.0,-999.0,1
AL051878,UNNAMED,18780912,1800,1878-09-12 18:00:00,TS,34.0,-80.1,60.0,-999.0,TS
AL051878,UNNAMED,18780913,0000,1878-09-13 00:00:00,TS,36.5,-79.8,50.0,-999.0,TS
AL051878,UNNAMED,18780913,0600,1878-09-13 06:00:00,EX,39.0,-79.4,50.0,-999.0,TS
AL051878,UNNAMED,18780913,1200,1878-09-13 12:00:00,EX,41.5,-79.0,40.0,-999.0,TS
AL051878,UNNAMED,18780913,1800,1878-09-13 18:00:00,EX,44.0,-78.5,40.0,-999.0,TS
AL061878,UNNAMED,18780912,0000,1878-09-12 00:00:00,HU,12.5,-45.0,70.0,-999.0,TS
AL061878,UNNAMED,18780912,0600,1878-09-12 06:00:00,HU,12.8,-46.2,70.0,-999.0,TS
AL061878,UNNAMED,18780912,1200,1878-09-12 12:00:00,HU,13.2,-47.2,70.0,-999.0,TS
AL061878,UNNAMED,18780912,1800,1878-09-12 18:00:00,HU,13.8,-48.0,70.0,-999.0,TS
AL061878,UNNAMED,18780913,0000,1878-09-13 00:00:00,HU,14.7,-49.3,70.0,-999.0,TS
AL061878,UNNAMED,18780913,0600,1878-09-13 06:00:00,HU,15.8,-50.7,70.0,-999.0,TS
AL061878,UNNAMED,18780913,1200,1878-09-13 12:00:00,HU,16.6,-52.0,70.0,-999.0,TS
AL061878,UNNAMED,18780913,1800,1878-09-13 18:00:00,HU,17.0,-53.0,70.0,-999.0,TS
AL061878,UNNAMED,18780914,0000,1878-09-14 00:00:00,HU,17.2,-53.7,80.0,-999.0,1
AL061878,UNNAMED,18780914,0600,1878-09-14 06:00:00,HU,17.7,-54.4,80.0,-999.0,1
AL061878,UNNAMED,18780914,1200,1878-09-14 12:00:00,HU,18.1,-55.0,80.0,-999.0,1
AL061878,UNNAMED,18780914,1800,1878-09-14 18:00:00,HU,18.4,-55.7,80.0,-999.0,1
AL061878,UNNAMED,18780915,0000,1878-09-15 00:00:00,HU,18.9,-56.4,80.0,-999.0,1
AL061878,UNNAMED,18780915,0600,1878-09-15 06:00:00,HU,19.2,-57.1,80.0,-999.0,1
AL061878,UNNAMED,18780915,1200,1878-09-15 12:00:00,HU,20.0,-57.9,90.0,-999.0,1
AL061878,UNNAMED,18780915,1800,1878-09-15 18:00:00,HU,20.7,-58.3,90.0,-999.0,1
AL061878,UNNAMED,18780916,0000,1878-09-16 00:00:00,HU,21.4,-58.7,90.0,-999.0,1
AL061878,UNNAMED,18780916,0600,1878-09-16 06:00:00,HU,22.0,-59.1,90.0,-999.0,1
AL061878,UNNAMED,18780916,1200,1878-09-16 12:00:00,HU,22.7,-59.5,90.0,-999.0,1
AL061878,UNNAMED,18780916,1800,1878-09-16 18:00:00,HU,23.7,-59.9,90.0,-999.0,1
AL061878,UNNAMED,18780917,0000,1878-09-17 00:00:00,HU,24.7,-60.2,80.0,-999.0,1
AL061878,UNNAMED,18780917,0600,1878-09-17 06:00:00,HU,26.0,-60.4,80.0,-999.0,1
AL061878,UNNAMED,18780917,1200,1878-09-17 12:00:00,HU,27.1,-60.3,80.0,-999.0,1
AL061878,UNNAMED,18780917,1800,1878-09-17 18:00:00,HU,27.7,-60.2,80.0,-999.0,1
AL061878,UNNAMED,18780918,0000,1878-09-18 00:00:00,HU,28.4,-60.1,70.0,-999.0,TS
AL061878,UNNAMED,18780918,0600,1878-09-18 06:00:00,HU,29.1,-59.9,70.0,-999.0,TS
AL061878,UNNAMED,18780918,1200,1878-09-18 12:00:00,HU,29.7,-59.7,70.0,-999.0,TS
AL061878,UNNAMED,18780918,1800,1878-09-18 18:00:00,HU,30.4,-59.4,70.0,-999.0,TS
AL071878,UNNAMED,18780924,0000,1878-09-24 00:00:00,TS,15.1,-71.9,40.0,-999.0,TS
AL071878,UNNAMED,18780924,0600,1878-09-24 06:00:00,TS,15.5,-71.9,40.0,-999.0,TS
AL071878,UNNAMED,18780924,1200,1878-09-24 12:00:00,TS,16.0,-72.0,50.0,-999.0,TS
AL071878,UNNAMED,18780924,1800,1878-09-24 18:00:00,TS,16.2,-72.0,50.0,-999.0,TS
AL071878,UNNAMED,18780925,0000,1878-09-25 00:00:00,TS,16.4,-72.0,60.0,-999.0,TS
AL071878,UNNAMED,18780925,0600,1878-09-25 06:00:00,TS,16.7,-72.1,60.0,-999.0,TS
AL071878,UNNAMED,18780925,1200,1878-09-25 12:00:00,HU,17.0,-72.1,70.0,-999.0,TS
AL071878,UNNAMED,18780925,1800,1878-09-25 18:00:00,HU,17.6,-72.2,70.0,-999.0,TS
AL071878,UNNAMED,18780926,0000,1878-09-26 00:00:00,HU,18.0,-72.3,70.0,-999.0,TS
AL071878,UNNAMED,18780926,0600,1878-09-26 06:00:00,TS,18.4,-72.4,60.0,-999.0,TS
AL071878,UNNAMED,18780926,1200,1878-09-26 12:00:00,TS,18.7,-72.5,50.0,-999.0,TS
AL071878,UNNAMED,18780926,1800,1878-09-26 18:00:00,TS,19.2,-72.6,40.0,-999.0,TS
AL071878,UNNAMED,18780927,0000,1878-09-27 00:00:00,TS,19.5,-72.6,40.0,-999.0,TS
AL071878,UNNAMED,18780927,0600,1878-09-27 06:00:00,TS,19.7,-72.6,40.0,-999.0,TS
AL071878,UNNAMED,18780927,1200,1878-09-27 12:00:00,TS,20.1,-72.6,50.0,-999.0,TS
AL071878,UNNAMED,18780927,1800,1878-09-27 18:00:00,TS,20.5,-72.7,60.0,-999.0,TS
AL071878,UNNAMED,18780928,0000,1878-09-28 00:00:00,HU,20.9,-72.8,70.0,-999.0,TS
AL071878,UNNAMED,18780928,0600,1878-09-28 06:00:00,HU,21.2,-72.9,70.0,-999.0,TS
AL071878,UNNAMED,18780928,1200,1878-09-28 12:00:00,HU,21.6,-73.0,70.0,-999.0,TS
AL071878,UNNAMED,18780928,1800,1878-09-28 18:00:00,HU,22.1,-73.1,70.0,-999.0,TS
AL071878,UNNAMED,18780929,0000,1878-09-29 00:00:00,HU,22.4,-73.3,80.0,-999.0,1
AL071878,UNNAMED,18780929,0600,1878-09-29 06:00:00,HU,22.7,-73.4,80.0,-999.0,1
AL071878,UNNAMED,18780929,1200,1878-09-29 12:00:00,HU,23.2,-73.5,80.0,-999.0,1
AL071878,UNNAMED,18780929,1800,1878-09-29 18:00:00,HU,23.6,-73.5,80.0,-999.0,1
AL071878,UNNAMED,18780930,0000,1878-09-30 00:00:00,HU,23.9,-73.5,90.0,-999.0,1
AL071878,UNNAMED,18780930,0600,1878-09-30 06:00:00,HU,24.2,-73.5,90.0,-999.0,1
AL071878,UNNAMED,18780930,1200,1878-09-30 12:00:00,HU,24.7,-73.5,90.0,-999.0,1
AL071878,UNNAMED,18780930,1800,1878-09-30 18:00:00,HU,25.4,-73.5,90.0,-999.0,1
AL071878,UNNAMED,18781001,0000,1878-10-01 00:00:00,HU,25.8,-73.5,100.0,-999.0,2
AL071878,UNNAMED,18781001,0600,1878-10-01 06:00:00,HU,26.3,-73.4,100.0,-999.0,2
AL071878,UNNAMED,18781001,1200,1878-10-01 12:00:00,HU,26.8,-73.3,100.0,-999.0,2
AL071878,UNNAMED,18781001,1800,1878-10-01 18:00:00,HU,27.4,-73.1,100.0,-999.0,2
AL071878,UNNAMED,18781002,0000,1878-10-02 00:00:00,HU,27.6,-73.1,110.0,-999.0,2
AL071878,UNNAMED,18781002,0600,1878-10-02 06:00:00,HU,28.0,-73.1,110.0,-999.0,2
AL071878,UNNAMED,18781002,1200,1878-10-02 12:00:00,HU,28.5,-73.0,110.0,-999.0,2
AL071878,UNNAMED,18781002,1800,1878-10-02 18:00:00,HU,28.9,-72.9,110.0,-999.0,2
AL071878,UNNAMED,18781003,0000,1878-10-03 00:00:00,HU,29.3,-72.6,120.0,-999.0,3
AL071878,UNNAMED,18781003,0600,1878-10-03 06:00:00,HU,29.8,-72.5,120.0,-999.0,3
AL071878,UNNAMED,18781003,1200,1878-10-03 12:00:00,HU,30.2,-72.1,120.0,-999.0,3
AL071878,UNNAMED,18781003,1800,1878-10-03 18:00:00,HU,30.8,-71.9,120.0,-999.0,3
AL071878,UNNAMED,18781004,0000,1878-10-04 00:00:00,HU,31.4,-71.5,120.0,-999.0,3
AL071878,UNNAMED,18781004,0600,1878-10-04 06:00:00,HU,31.9,-71.1,120.0,-999.0,3
AL071878,UNNAMED,18781004,1200,1878-10-04 12:00:00,HU,32.5,-70.6,120.0,-999.0,3
AL071878,UNNAMED,18781004,1800,1878-10-04 18:00:00,HU,33.3,-70.0,120.0,-999.0,3
AL071878,UNNAMED,18781005,0000,1878-10-05 00:00:00,HU,33.9,-69.3,110.0,-999.0,2
AL071878,UNNAMED,18781005,0600,1878-10-05 06:00:00,HU,34.4,-68.6,110.0,-999.0,2
AL071878,UNNAMED,18781005,1200,1878-10-05 12:00:00,HU,35.0,-67.7,110.0,-999.0,2
AL071878,UNNAMED,18781005,1800,1878-10-05 18:00:00,HU,36.0,-66.6,110.0,-999.0,2
AL071878,UNNAMED,18781006,0000,1878-10-06 00:00:00,HU,37.3,-64.8,110.0,-999.0,2
AL071878,UNNAMED,18781006,0600,1878-10-06 06:00:00,HU,38.5,-62.6,110.0,-999.0,2
AL071878,UNNAMED,18781006,1200,1878-10-06 12:00:00,HU,39.7,-60.5,110.0,-999.0,2
AL071878,UNNAMED,18781006,1800,1878-10-06 18:00:00,HU,40.7,-58.3,110.0,-999.0,2
AL071878,UNNAMED,18781007,0000,1878-10-07 00:00:00,HU,41.7,-55.5,110.0,-999.0,2
AL071878,UNNAMED,18781007,0600,1878-10-07 06:00:00,HU,42.7,-51.9,110.0,-999.0,2
AL071878,UNNAMED,18781007,1200,1878-10-07 12:00:00,HU,43.5,-48.5,110.0,938.0,2
AL071878,UNNAMED,18781007,1800,1878-10-07 18:00:00,HU,44.8,-44.3,100.0,-999.0,2
AL071878,UNNAMED,18781008,0000,1878-10-08 00:00:00,HU,46.2,-39.5,100.0,-999.0,2
AL071878,UNNAMED,18781008,0600,1878-10-08 06:00:00,HU,47.5,-35.5,100.0,-999.0,2
AL071878,UNNAMED,18781008,1200,1878-10-08 12:00:00,HU,48.5,-31.0,90.0,-999.0,1
AL071878,UNNAMED,18781008,1800,1878-10-08 18:00:00,HU,49.5,-27.0,90.0,-999.0,1
AL081878,UNNAMED,18781009,0000,1878-10-09 00:00:00,TS,23.5,-91.3,40.0,-999.0,TS
AL081878,UNNAMED,18781009,0600,1878-10-09 06:00:00,TS,24.6,-91.1,40.0,-999.0,TS
AL081878,UNNAMED,18781009,1200,1878-10-09 12:00:00,TS,25.6,-90.6,40.0,-999.0,TS
AL081878,UNNAMED,18781009,1800,1878-10-09 18:00:00,TS,26.3,-90.1,40.0,-999.0,TS
AL081878,UNNAMED,18781010,0000,1878-10-10 00:00:00,TS,26.8,-89.6,50.0,-999.0,TS
AL081878,UNNAMED,18781010,0600,1878-10-10 06:00:00,TS,27.3,-89.1,50.0,-999.0,TS
AL081878,UNNAMED,18781010,1200,1878-10-10 12:00:00,TS,28.1,-88.1,50.0,-999.0,TS
AL081878,UNNAMED,18781010,1800,1878-10-10 18:00:00,TS,29.2,-86.6,50.0,-999.0,TS
AL081878,UNNAMED,18781010,2100,1878-10-10 21:00:00,TS,29.9,-85.4,50.0,-999.0,TS
AL081878,UNNAMED,18781011,0000,1878-10-11 00:00:00,TS,30.6,-83.8,40.0,-999.0,TS
AL081878,UNNAMED,18781011,0600,1878-10-11 06:00:00,TS,31.5,-80.8,40.0,-999.0,TS
AL081878,UNNAMED,18781011,1200,1878-10-11 12:00:00,TS,32.7,-78.1,50.0,-999.0,TS
AL081878,UNNAMED,18781011,1800,1878-10-11 18:00:00,TS,33.5,-76.6,60.0,-999.0,TS
AL081878,UNNAMED,18781012,0000,1878-10-12 00:00:00,HU,34.5,-75.0,70.0,-999.0,TS
AL081878,UNNAMED,18781012,0600,1878-10-12 06:00:00,HU,35.8,-73.6,70.0,-999.0,TS
AL081878,UNNAMED,18781012,1200,1878-10-12 12:00:00,HU,37.0,-72.5,70.0,-999.0,TS
AL081878,UNNAMED,18781012,1800,1878-10-12 18:00:00,HU,38.8,-70.5,70.0,-999.0,TS
AL081878,UNNAMED,18781013,0000,1878-10-13 00:00:00,HU,40.2,-68.1,70.0,-999.0,TS
AL081878,UNNAMED,18781013,0600,1878-10-13 06:00:00,HU,41.8,-65.1,70.0,-999.0,TS
AL081878,UNNAMED,18781013,1200,1878-10-13 12:00:00,HU,42.9,-62.6,70.0,982.0,TS
AL081878,UNNAMED,18781013,1800,1878-10-13 18:00:00,HU,43.8,-59.7,70.0,-999.0,TS
AL081878,UNNAMED,18781014,0000,1878-10-14 00:00:00,HU,44.5,-56.8,70.0,-999.0,TS
AL081878,UNNAMED,18781014,0600,1878-10-14 06:00:00,HU,45.2,-53.3,70.0,-999.0,TS
AL081878,UNNAMED,18781014,1200,1878-10-14 12:00:00,HU,45.5,-50.0,70.0,-999.0,TS
AL081878,UNNAMED,18781014,1800,1878-10-14 18:00:00,HU,45.5,-47.5,70.0,-999.0,TS
AL081878,UNNAMED,18781015,0000,1878-10-15 00:00:00,EX,45.5,-44.0,60.0,-999.0,TS
AL081878,UNNAMED,18781015,0600,1878-10-15 06:00:00,EX,45.5,-40.9,60.0,-999.0,TS
AL081878,UNNAMED,18781015,1200,1878-10-15 12:00:00,EX,45.5,-37.5,60.0,-999.0,TS
AL081878,UNNAMED,18781015,1800,1878-10-15 18:00:00,EX,45.5,-34.0,60.0,-999.0,TS
AL091878,UNNAMED,18781009,0000,1878-10-09 00:00:00,TS,15.6,-38.0,40.0,-999.0,TS
AL091878,UNNAMED,18781009,0600,1878-10-09 06:00:00,TS,15.8,-38.9,40.0,-999.0,TS
AL091878,UNNAMED,18781009,1200,1878-10-09 12:00:00,TS,16.0,-39.8,40.0,-999.0,TS
AL091878,UNNAMED,18781009,1800,1878-10-09 18:00:00,TS,16.2,-40.7,40.0,-999.0,TS
AL091878,UNNAMED,18781010,0000,1878-10-10 00:00:00,TS,16.5,-41.7,50.0,-999.0,TS
AL091878,UNNAMED,18781010,0600,1878-10-10 06:00:00,TS,16.7,-42.7,50.0,-999.0,TS
AL091878,UNNAMED,18781010,1200,1878-10-10 12:00:00,TS,17.0,-43.7,50.0,-999.0,TS
AL091878,UNNAMED,18781010,1800,1878-10-10 18:00:00,TS,17.2,-44.8,50.0,-999.0,TS
AL091878,UNNAMED,18781011,0000,1878-10-11 00:00:00,TS,17.7,-45.8,60.0,-999.0,TS
AL091878,UNNAMED,18781011,0600,1878-10-11 06:00:00,TS,18.2,-46.8,60.0,-999.0,TS
AL091878,UNNAMED,18781011,1200,1878-10-11 12:00:00,TS,19.0,-47.7,60.0,-999.0,TS
AL091878,UNNAMED,18781011,1800,1878-10-11 18:00:00,TS,19.7,-48.2,60.0,-999.0,TS
AL091878,UNNAMED,18781012,0000,1878-10-12 00:00:00,HU,20.9,-48.8,70.0,-999.0,TS
AL091878,UNNAMED,18781012,0600,1878-10-12 06:00:00,HU,21.9,-49.4,70.0,-999.0,TS
AL091878,UNNAMED,18781012,1200,1878-10-12 12:00:00,HU,23.0,-49.9,70.0,-999.0,TS
AL091878,UNNAMED,18781012,1800,1878-10-12 18:00:00,HU,23.9,-50.4,70.0,-999.0,TS
AL091878,UNNAMED,18781013,0000,1878-10-13 00:00:00,HU,24.7,-50.9,70.0,-999.0,TS
AL091878,UNNAMED,18781013,0600,1878-10-13 06:00:00,HU,25.8,-51.4,70.0,-999.0,TS
AL091878,UNNAMED,18781013,1200,1878-10-13 12:00:00,HU,26.9,-51.8,70.0,-999.0,TS
AL091878,UNNAMED,18781013,1800,1878-10-13 18:00:00,HU,27.8,-51.9,70.0,-999.0,TS
AL091878,UNNAMED,18781014,0000,1878-10-14 00:00:00,HU,28.6,-51.8,70.0,-999.0,TS
AL091878,UNNAMED,18781014,0600,1878-10-14 06:00:00,HU,29.6,-51.8,70.0,-999.0,TS
AL091878,UNNAMED,18781014,1200,1878-10-14 12:00:00,HU,30.6,-51.7,70.0,-999.0,TS
AL091878,UNNAMED,18781014,1800,1878-10-14 18:00:00,HU,32.0,-51.7,70.0,-999.0,TS
AL091878,UNNAMED,18781015,0000,1878-10-15 00:00:00,HU,34.3,-51.5,70.0,-999.0,TS
AL091878,UNNAMED,18781015,0600,1878-10-15 06:00:00,HU,36.8,-51.0,70.0,-999.0,TS
AL091878,UNNAMED,18781015,1200,1878-10-15 12:00:00,HU,39.0,-49.7,70.0,-999.0,TS
AL091878,UNNAMED,18781015,1800,1878-10-15 18:00:00,HU,40.8,-48.0,70.0,-999.0,TS
AL091878,UNNAMED,18781016,0000,1878-10-16 00:00:00,EX,42.1,-45.8,60.0,-999.0,TS
AL091878,UNNAMED,18781016,0600,1878-10-16 06:00:00,EX,43.1,-43.2,60.0,-999.0,TS
AL091878,UNNAMED,18781016,1200,1878-10-16 12:00:00,EX,43.5,-41.0,60.0,-999.0,TS
AL091878,UNNAMED,18781016,1800,1878-10-16 18:00:00,EX,44.0,-38.0,60.0,-999.0,TS
AL101878,UNNAMED,18781013,0000,1878-10-13 00:00:00,TS,16.6,-36.2,40.0,-999.0,TS
AL101878,UNNAMED,18781013,0600,1878-10-13 06:00:00,TS,16.5,-36.9,40.0,-999.0,TS
AL101878,UNNAMED,18781013,1200,1878-10-13 12:00:00,TS,16.4,-37.7,40.0,-999.0,TS
AL101878,UNNAMED,18781013,1800,1878-10-13 18:00:00,TS,16.2,-38.5,40.0,-999.0,TS
AL101878,UNNAMED,18781014,0000,1878-10-14 00:00:00,TS,16.2,-39.5,50.0,-999.0,TS
AL101878,UNNAMED,18781014,0600,1878-10-14 06:00:00,TS,16.2,-40.3,50.0,-999.0,TS
AL101878,UNNAMED,18781014,1200,1878-10-14 12:00:00,TS,16.2,-41.2,50.0,-999.0,TS
AL101878,UNNAMED,18781014,1800,1878-10-14 18:00:00,TS,16.2,-42.2,50.0,-999.0,TS
AL101878,UNNAMED,18781015,0000,1878-10-15 00:00:00,TS,16.6,-43.3,60.0,-999.0,TS
AL101878,UNNAMED,18781015,0600,1878-10-15 06:00:00,TS,16.7,-44.5,60.0,-999.0,TS
AL101878,UNNAMED,18781015,1200,1878-10-15 12:00:00,HU,17.0,-45.5,70.0,-999.0,TS
AL101878,UNNAMED,18781015,1800,1878-10-15 18:00:00,HU,17.5,-46.7,70.0,-999.0,TS
AL101878,UNNAMED,18781016,0000,1878-10-16 00:00:00,HU,18.0,-47.8,80.0,-999.0,1
AL101878,UNNAMED,18781016,0600,1878-10-16 06:00:00,HU,18.9,-48.9,80.0,-999.0,1
AL101878,UNNAMED,18781016,1200,1878-10-16 12:00:00,HU,19.7,-49.7,90.0,-999.0,1
AL101878,UNNAMED,18781016,1800,1878-10-16 18:00:00,HU,20.5,-50.5,90.0,-999.0,1
AL101878,UNNAMED,18781017,0000,1878-10-17 00:00:00,HU,21.6,-51.4,100.0,-999.0,2
AL101878,UNNAMED,18781017,0600,1878-10-17 06:00:00,HU,22.7,-52.2,100.0,-999.0,2
AL101878,UNNAMED,18781017,1200,1878-10-17 12:00:00,HU,23.9,-53.0,100.0,-999.0,2
AL101878,UNNAMED,18781017,1800,1878-10-17 18:00:00,HU,25.2,-53.9,100.0,-999.0,2
AL101878,UNNAMED,18781018,0000,1878-10-18 00:00:00,HU,26.8,-54.8,100.0,-999.0,2
AL101878,UNNAMED,18781018,0600,1878-10-18 06:00:00,HU,28.3,-55.7,100.0,-999.0,2
AL101878,UNNAMED,18781018,1200,1878-10-18 12:00:00,HU,29.8,-56.2,100.0,-999.0,2
AL101878,UNNAMED,18781018,1800,1878-10-18 18:00:00,HU,31.0,-56.8,100.0,951.0,2
AL101878,UNNAMED,18781019,0000,1878-10-19 00:00:00,HU,31.9,-57.2,100.0,-999.0,2
AL101878,UNNAMED,18781019,0600,1878-10-19 06:00:00,HU,32.8,-57.4,100.0,-999.0,2
AL101878,UNNAMED,18781019,1200,1878-10-19 12:00:00,HU,33.5,-57.6,90.0,-999.0,1
AL101878,UNNAMED,18781019,1800,1878-10-19 18:00:00,HU,34.5,-57.8,90.0,-999.0,1
AL111878,UNNAMED,18781018,0000,1878-10-18 00:00:00,TS,17.2,-79.6,40.0,-999.0,TS
AL111878,UNNAMED,18781018,0600,1878-10-18 06:00:00,TS,17.7,-80.1,40.0,-999.0,TS
AL111878,UNNAMED,18781018,1200,1878-10-18 12:00:00,TS,18.0,-80.5,50.0,-999.0,TS
AL111878,UNNAMED,18781018,1800,1878-10-18 18:00:00,TS,18.2,-80.6,50.0,-999.0,TS
AL111878,UNNAMED,18781019,0000,1878-10-19 00:00:00,TS,18.5,-80.9,60.0,-999.0,TS
AL111878,UNNAMED,18781019,0600,1878-10-19 06:00:00,TS,18.7,-81.1,60.0,-999.0,TS
AL111878,UNNAMED,18781019,1200,1878-10-19 12:00:00,TS,19.0,-81.3,60.0,-999.0,TS
AL111878,UNNAMED,18781019,1800,1878-10-19 18:00:00,TS,19.4,-81.6,60.0,-999.0,TS
AL111878,UNNAMED,18781020,0000,1878-10-20 00:00:00,HU,19.7,-81.9,70.0,-999.0,TS
AL111878,UNNAMED,18781020,0600,1878-10-20 06:00:00,HU,20.2,-82.1,70.0,-999.0,TS
AL111878,UNNAMED,18781020,1200,1878-10-20 12:00:00,HU,20.7,-82.4,80.0,-999.0,1
AL111878,UNNAMED,18781020,1800,1878-10-20 18:00:00,HU,21.2,-82.4,80.0,-999.0,1
AL111878,UNNAMED,18781021,0000,1878-10-21 00:00:00,HU,21.9,-82.4,90.0,-999.0,1
AL111878,UNNAMED,18781021,0600,1878-10-21 06:00:00,HU,22.5,-82.2,90.0,-999.0,1
AL111878,UNNAMED,18781021,1200,1878-10-21 12:00:00,HU,23.2,-81.8,80.0,-999.0,1
AL111878,UNNAMED,18781021,1800,1878-10-21 18:00:00,HU,24.4,-81.0,70.0,-999.0,TS
AL111878,UNNAMED,18781022,0000,1878-10-22 00:00:00,HU,25.9,-79.8,70.0,-999.0,TS
AL111878,UNNAMED,18781022,0600,1878-10-22 06:00:00,HU,27.3,-79.3,70.0,-999.0,TS
AL111878,UNNAMED,18781022,1200,1878-10-22 12:00:00,HU,28.7,-78.8,80.0,-999.0,1
AL111878,UNNAMED,18781022,1800,1878-10-22 18:00:00,HU,30.7,-78.0,80.0,-999.0,1
AL111878,UNNAMED,18781023,0000,1878-10-23 00:00:00,HU,33.0,-77.4,90.0,963.0,1
AL111878,UNNAMED,18781023,0400,1878-10-23 04:00:00,HU,34.8,-77.1,90.0,963.0,1
AL111878,UNNAMED,18781023,0600,1878-10-23 06:00:00,HU,35.7,-77.0,90.0,-999.0,1
AL111878,UNNAMED,18781023,1200,1878-10-23 12:00:00,HU,39.0,-77.2,80.0,975.0,1
AL111878,UNNAMED,18781023,1800,1878-10-23 18:00:00,HU,41.5,-75.4,70.0,-999.0,TS
AL111878,UNNAMED,18781024,0000,1878-10-24 00:00:00,EX,42.7,-73.6,60.0,-999.0,TS
AL111878,UNNAMED,18781024,0600,1878-10-24 06:00:00,EX,42.9,-71.4,50.0,-999.0,TS
AL111878,UNNAMED,18781024,1200,1878-10-24 12:00:00,EX,42.5,-68.8,50.0,-999.0,TS
AL111878,UNNAMED,18781024,1800,1878-10-24 18:00:00,EX,41.5,-66.6,50.0,-999.0,TS
AL111878,UNNAMED,18781025,0000,1878-10-25 00:00:00,EX,40.9,-65.0,50.0,-999.0,TS
AL111878,UNNAMED,18781025,0600,1878-10-25 06:00:00,EX,40.2,-63.1,50.0,-999.0,TS
AL111878,UNNAMED,18781025,1200,1878-10-25 12:00:00,EX,39.5,-61.3,50.0,-999.0,TS
AL111878,UNNAMED,18781025,1800,1878-10-25 18:00:00,EX,39.0,-59.8,50.0,-999.0,TS
AL121878,UNNAMED,18781125,0000,1878-11-25 00:00:00,TS,14.6,-50.3,40.0,-999.0,TS
AL121878,UNNAMED,18781125,0600,1878-11-25 06:00:00,TS,14.8,-51.2,40.0,-999.0,TS
AL121878,UNNAMED,18781125,1200,1878-11-25 12:00:00,TS,15.0,-51.8,40.0,-999.0,TS
AL121878,UNNAMED,18781125,1800,1878-11-25 18:00:00,TS,15.2,-52.7,40.0,-999.0,TS
AL121878,UNNAMED,18781126,0000,1878-11-26 00:00:00,TS,15.4,-53.6,50.0,-999.0,TS
AL121878,UNNAMED,18781126,0600,1878-11-26 06:00:00,TS,15.7,-54.6,50.0,-999.0,TS
AL121878,UNNAMED,18781126,1200,1878-11-26 12:00:00,TS,16.0,-55.6,50.0,-999.0,TS
AL121878,UNNAMED,18781126,1800,1878-11-26 18:00:00,TS,16.5,-56.5,50.0,-999.0,TS
AL121878,UNNAMED,18781127,0000,1878-11-27 00:00:00,TS,16.9,-57.5,60.0,-999.0,TS
AL121878,UNNAMED,18781127,0600,1878-11-27 06:00:00,TS,17.2,-58.3,60.0,-999.0,TS
AL121878,UNNAMED,18781127,1200,1878-11-27 12:00:00,TS,17.5,-59.2,60.0,-999.0,TS
AL121878,UNNAMED,18781127,1800,1878-11-27 18:00:00,TS,17.7,-60.5,60.0,-999.0,TS
AL121878,UNNAMED,18781128,0000,1878-11-28 00:00:00,TS,17.9,-61.5,60.0,-999.0,TS
AL121878,UNNAMED,18781128,0600,1878-11-28 06:00:00,TS,18.0,-62.7,60.0,-999.0,TS
AL121878,UNNAMED,18781128,1200,1878-11-28 12:00:00,TS,18.0,-64.0,60.0,-999.0,TS
AL121878,UNNAMED,18781128,1800,1878-11-28 18:00:00,TS,18.0,-65.3,60.0,-999.0,TS
AL121878,UNNAMED,18781129,0000,1878-11-29 00:00:00,TS,17.9,-66.6,60.0,-999.0,TS
AL121878,UNNAMED,18781129,0600,1878-11-29 06:00:00,TS,17.7,-67.8,60.0,-999.0,TS
AL121878,UNNAMED,18781129,1200,1878-11-29 12:00:00,TS,17.5,-69.0,60.0,-999.0,TS
AL121878,UNNAMED,18781129,1800,1878-11-29 18:00:00,TS,17.4,-69.9,60.0,-999.0,TS
AL121878,UNNAMED,18781130,0000,1878-11-30 00:00:00,TS,17.1,-70.6,60.0,-999.0,TS
AL121878,UNNAMED,18781130,0600,1878-11-30 06:00:00,TS,16.9,-71.3,60.0,-999.0,TS
AL121878,UNNAMED,18781130,1200,1878-11-30 12:00:00,TS,16.7,-72.0,60.0,-999.0,TS
AL121878,UNNAMED,18781130,1800,1878-11-30 18:00:00,TS,16.5,-72.6,60.0,-999.0,TS
AL121878,UNNAMED,18781201,0000,1878-12-01 00:00:00,TS,16.2,-73.1,50.0,-999.0,TS
AL121878,UNNAMED,18781201,0600,1878-12-01 06:00:00,TS,16.2,-73.8,50.0,-999.0,TS
AL121878,UNNAMED,18781201,1200,1878-12-01 12:00:00,TS,16.0,-74.5,50.0,-999.0,TS
AL121878,UNNAMED,18781201,1800,1878-12-01 18:00:00,TS,15.9,-75.0,50.0,-999.0,TS
AL121878,UNNAMED,18781202,0000,1878-12-02 00:00:00,TS,15.9,-75.4,40.0,-999.0,TS
AL121878,UNNAMED,18781202,0600,1878-12-02 06:00:00,TS,15.8,-76.1,40.0,-999.0,TS
AL121878,UNNAMED,18781202,1200,1878-12-02 12:00:00,TS,15.7,-76.5,40.0,-999.0,TS
AL121878,UNNAMED,18781202,1800,1878-12-02 18:00:00,TS,15.5,-77.0,40.0,-999.0,TS
AL011879,UNNAMED,18790809,0000,1879-08-09 00:00:00,TS,31.5,-77.0,40.0,-999.0,TS
